,open,high,low,close,volume,value
2023-05-08 09:00:00,38152000.0,38369000.0,35262000.0,36415000.0,26277.40728325,968112392588.9641
2023-05-15 09:00:00,36420000.0,37200000.0,35800000.0,36051000.0,16701.36031454,608590924663.2769
2023-05-22 09:00:00,36057000.0,37532000.0,35000000.0,37350000.0,21119.04871627,758374591120.7137
2023-05-29 09:00:00,37360000.0,37883000.0,35470000.0,35865000.0,21284.51463266,776130495872.7998
2023-06-05 09:00:00,35894000.0,35993000.0,33580000.0,34345000.0,29239.32820468,1015360026975.4854
2023-06-12 09:00:00,34345000.0,35080000.0,32510000.0,34466000.0,21523.79954969,729008533130.0376
2023-06-19 09:00:00,34466000.0,41399000.0,34455000.0,40352000.0,41880.56579777,1628614068128.5752
2023-06-26 09:00:00,40352000.0,41569000.0,39500000.0,40652000.0,29100.82342523,1177224826397.1633
2023-07-03 09:00:00,40652000.0,41500000.0,39676000.0,39832000.0,21335.26879441,863893495502.066
2023-07-10 09:00:00,39839000.0,40784000.0,38687000.0,38933000.0,27270.22461177,1082688985165.412
2023-07-17 09:00:00,38946000.0,39220000.0,38098000.0,38945000.0,16624.60587439,642802468570.5632
2023-07-24 09:00:00,38944000.0,39019000.0,37626000.0,37850000.0,19104.67525311,726038458723.285
2023-07-31 09:00:00,37850000.0,39131000.0,37510000.0,38605000.0,18687.95962841,717343467914.7428
2023-08-07 09:00:00,38605000.0,39850000.0,38081000.0,39118000.0,21718.07884355,846668899503.6284
2023-08-14 09:00:00,39118000.0,39668000.0,35384000.0,35949000.0,32582.40605206,1222804795059.8577
2023-08-21 09:00:00,35946000.0,36350000.0,35150000.0,35402000.0,12353.70071611,439993024819.1952
2023-08-28 09:00:00,35400000.0,37932000.0,35000000.0,35308000.0,33067.89539131,1192129472099.8564
2023-09-04 09:00:00,35312000.0,35864000.0,34730000.0,35196000.0,16009.67969388,563249287184.8702
2023-09-11 09:00:00,35196000.0,36310000.0,34100000.0,35758000.0,23336.65212662,827370176044.543
2023-09-18 09:00:00,35758000.0,36820000.0,35500000.0,35534000.0,18044.98864966,653452959600.9231
2023-09-25 09:00:00,35530000.0,37817000.0,35176000.0,37789000.0,17149.79270766,620501274721.3129
2023-10-02 09:00:00,37788000.0,38720000.0,37012000.0,37929000.0,17498.65425094,660017242297.823
2023-10-09 09:00:00,37929000.0,38047000.0,36291000.0,37086000.0,14968.60882083,555344145235.2072
2023-10-16 09:00:00,37087000.0,40745000.0,37000000.0,40354000.0,30969.10239544,1214570178927.1553
2023-10-23 09:00:00,40354000.0,47459000.0,40307000.0,46825000.0,50197.31436821,2272610883958.1963
2023-10-30 09:00:00,46825000.0,48661000.0,46203000.0,47056000.0,31694.53374751,1492207600728.923
2023-11-06 09:00:00,47056000.0,50278000.0,46300000.0,49418000.0,34386.92105966,1670927631368.15
2023-11-13 09:00:00,49418000.0,50652000.0,47018000.0,49800000.0,28602.03136423,1403429040394.005
2023-11-20 09:00:00,49800000.0,51323000.0,48391000.0,50210000.0,22256.77489937,1111284591575.0645
2023-11-27 09:00:00,50210000.0,53864000.0,49500000.0,53700000.0,21904.93693737,1122035616361.2893
2023-12-04 09:00:00,53761000.0,61312000.0,53690000.0,59835000.0,49907.25040446,2925854406950.7812
2023-12-11 09:00:00,59834000.0,59924000.0,55460000.0,56710000.0,39598.39412274,2293217544846.821
2023-12-18 09:00:00,56710000.0,60419000.0,55002000.0,58002000.0,35699.22666071,2082050431614.1614
2023-12-25 09:00:00,58002000.0,58659000.0,56000000.0,57047000.0,26230.47741462,1500536025776.2544
2024-01-01 09:00:00,57045000.0,60997000.0,54346000.0,59108000.0,44541.47269489,2615764001212.387
2024-01-08 09:00:00,59105000.0,66779000.0,57312000.0,57391000.0,72889.24232983,4504932294993.639
2024-01-15 09:00:00,57380000.0,59577000.0,55935000.0,57387000.0,24588.52545071,1424426144262.2014
2024-01-22 09:00:00,57392000.0,58880000.0,53125000.0,57855000.0,30777.83752073,1718323125166.017
2024-01-29 09:00:00,57855000.0,59863000.0,57561000.0,58811000.0,18360.9552184,1081423453501.0228
2024-02-05 09:00:00,58814000.0,65500000.0,58311000.0,65230000.0,28545.03716138,1772009922036.2102
