,open,high,low,close,volume,value
2023-09-30 09:00:00,2256000.0,2296000.0,2255000.0,2267000.0,5502.60656591,12511316670.70376
2023-10-01 09:00:00,2267000.0,2355000.0,2264000.0,2340000.0,8769.47725934,20189142630.55746
2023-10-02 09:00:00,2340000.0,2359000.0,2235000.0,2258000.0,16781.44482815,38711791910.20768
2023-10-03 09:00:00,2260000.0,2284000.0,2236000.0,2247000.0,9754.7788017,22037891772.7946
2023-10-04 09:00:00,2247000.0,2253000.0,2216000.0,2232000.0,8299.55898977,18530095309.81042
2023-10-05 09:00:00,2228000.0,2243000.0,2190000.0,2191000.0,9031.0849183,19995039576.46407
2023-10-06 09:00:00,2192000.0,2244000.0,2191000.0,2228000.0,6999.20251086,15504403406.68843
2023-10-07 09:00:00,2228000.0,2234000.0,2213000.0,2218000.0,3218.42453002,7157332415.5173
2023-10-08 09:00:00,2218000.0,2228000.0,2198000.0,2216000.0,4949.39718585,10954144384.38422
2023-10-09 09:00:00,2218000.0,2226000.0,2121000.0,2155000.0,10820.526698,23530626248.5689
2023-10-10 09:00:00,2155000.0,2174000.0,2121000.0,2138000.0,7826.16836224,16839586824.19786
2023-10-11 09:00:00,2138000.0,2149000.0,2113000.0,2140000.0,8038.53737358,17116561834.72838
2023-10-12 09:00:00,2140000.0,2140000.0,2087000.0,2115000.0,9380.70654373,19822414596.09143
2023-10-13 09:00:00,2115000.0,2159000.0,2111000.0,2134000.0,5640.03949515,12000056153.44133
2023-10-14 09:00:00,2134000.0,2143000.0,2126000.0,2131000.0,4496.12488795,9591498228.41915
2023-10-15 09:00:00,2130000.0,2140000.0,2120000.0,2127000.0,4487.44237392,9550897816.93704
2023-10-16 09:00:00,2128000.0,2223000.0,2122000.0,2172000.0,18989.86842281,41119301558.8533
2023-10-17 09:00:00,2172000.0,2176000.0,2121000.0,2129000.0,9961.08587977,21411404038.82505
2023-10-18 09:00:00,2129000.0,2160000.0,2127000.0,2138000.0,9499.66588597,20355093791.83543
2023-10-19 09:00:00,2138000.0,2147000.0,2112000.0,2129000.0,10174.85389173,21614565279.8333
2023-10-20 09:00:00,2129000.0,2200000.0,2120000.0,2176000.0,17053.87360505,36936920514.42158
2023-10-21 09:00:00,2176000.0,2212000.0,2159000.0,2199000.0,8301.46600465,18124799868.17502
2023-10-22 09:00:00,2199000.0,2244000.0,2192000.0,2236000.0,9290.55790941,20530488107.65891
2023-10-23 09:00:00,2235000.0,2395000.0,2234000.0,2361000.0,27468.50654502,63133494147.5802
2023-10-24 09:00:00,2361000.0,2484000.0,2345000.0,2399000.0,48659.14722108,117939789063.23071
2023-10-25 09:00:00,2399000.0,2447000.0,2383000.0,2409000.0,17865.28744952,43141820429.58078
2023-10-26 09:00:00,2410000.0,2516000.0,2388000.0,2435000.0,30777.2640978,75411760250.79918
2023-10-27 09:00:00,2436000.0,2441000.0,2373000.0,2415000.0,10774.59664338,25974051640.2057
2023-10-28 09:00:00,2415000.0,2446000.0,2411000.0,2418000.0,7480.99899374,18169549959.65607
2023-10-29 09:00:00,2417000.0,2450000.0,2406000.0,2436000.0,7430.91380487,18063199382.418
2023-10-30 09:00:00,2436000.0,2477000.0,2420000.0,2450000.0,13478.32477918,33039741783.41948
2023-10-31 09:00:00,2450000.0,2465000.0,2420000.0,2464000.0,14574.68334448,35640523107.24779
2023-11-01 09:00:00,2465000.0,2515000.0,2440000.0,2504000.0,20122.66665763,49802624189.48707
2023-11-02 09:00:00,2503000.0,2543000.0,2431000.0,2447000.0,21396.94765181,53156934234.83552
2023-11-03 09:00:00,2450000.0,2466000.0,2405000.0,2465000.0,16119.05250071,39138005557.92379
2023-11-04 09:00:00,2465000.0,2507000.0,2454000.0,2489000.0,10745.49912624,26578812972.62308
2023-11-05 09:00:00,2490000.0,2564000.0,2480000.0,2541000.0,20156.45084589,50998968560.73598
2023-11-06 09:00:00,2541000.0,2555000.0,2499000.0,2536000.0,16088.29720154,40716137857.94618
2023-11-07 09:00:00,2540000.0,2545000.0,2489000.0,2524000.0,14516.09523972,36576203122.56453
2023-11-08 09:00:00,2524000.0,2530000.0,2502000.0,2518000.0,11367.46446311,28598478731.92906
2023-11-09 09:00:00,2518000.0,2868000.0,2513000.0,2855000.0,89935.54953643,240475254393.8201
2023-11-10 09:00:00,2855000.0,2875000.0,2781000.0,2792000.0,56254.72441588,158892912404.14462
2023-11-11 09:00:00,2791000.0,2799000.0,2725000.0,2748000.0,23809.43564358,65627597466.7676
2023-11-12 09:00:00,2748000.0,2752000.0,2702000.0,2724000.0,15305.19836546,41786860794.50963
2023-11-13 09:00:00,2725000.0,2841000.0,2717000.0,2767000.0,38650.4893523,107257038311.57425
2023-11-14 09:00:00,2765000.0,2784000.0,2653000.0,2673000.0,30538.2291856,83499507921.75075
2023-11-15 09:00:00,2673000.0,2749000.0,2612000.0,2746000.0,27310.33132117,73185653185.68709
2023-11-16 09:00:00,2745000.0,2802000.0,2620000.0,2654000.0,43574.26050616,118969071273.31854
2023-11-17 09:00:00,2654000.0,2677000.0,2587000.0,2650000.0,20373.50821536,53805105103.52268
2023-11-18 09:00:00,2650000.0,2651000.0,2588000.0,2638000.0,10428.16621738,27319048757.65498
2023-11-19 09:00:00,2639000.0,2688000.0,2618000.0,2680000.0,10513.86465412,27785893270.24223
2023-11-20 09:00:00,2680000.0,2747000.0,2661000.0,2708000.0,16939.08492044,45735258731.63362
2023-11-21 09:00:00,2708000.0,2720000.0,2620000.0,2620000.0,22890.56276139,61187988275.03368
2023-11-22 09:00:00,2621000.0,2790000.0,2618000.0,2761000.0,22918.35349663,62366076716.9616
2023-11-23 09:00:00,2761000.0,2790000.0,2730000.0,2761000.0,15741.35935334,43459431061.59199
2023-11-24 09:00:00,2762000.0,2848000.0,2756000.0,2790000.0,21099.34124927,59177619236.15726
2023-11-25 09:00:00,2790000.0,2807000.0,2765000.0,2785000.0,11020.3006189,30751600144.52614
2023-11-26 09:00:00,2785000.0,2801000.0,2746000.0,2768000.0,11851.31085043,32908579791.4613
2023-11-27 09:00:00,2768000.0,2780000.0,2690000.0,2738000.0,17215.119901,47016040612.94566
2023-11-28 09:00:00,2738000.0,2770000.0,2688000.0,2740000.0,13528.30248369,36907660315.25005
2023-11-29 09:00:00,2738000.0,2770000.0,2711000.0,2718000.0,12351.50622653,33858708498.23188
2023-11-30 09:00:00,2718000.0,2753000.0,2705000.0,2750000.0,9822.63848335,26789121554.55258
2023-12-01 09:00:00,2752000.0,2820000.0,2743000.0,2794000.0,19739.32963453,55210937095.19525
2023-12-02 09:00:00,2792000.0,2894000.0,2791000.0,2886000.0,16806.42410297,47656291886.26678
2023-12-03 09:00:00,2886000.0,2962000.0,2874000.0,2942000.0,16728.34967595,48571043091.14733
2023-12-04 09:00:00,2942000.0,3055000.0,2942000.0,3037000.0,48072.97174081,144480930180.70935
2023-12-05 09:00:00,3037000.0,3146000.0,2962000.0,3137000.0,38533.43281853,117725343836.48042
2023-12-06 09:00:00,3136000.0,3163000.0,3071000.0,3081000.0,37796.18709323,117998050809.78326
2023-12-07 09:00:00,3081000.0,3260000.0,3043000.0,3227000.0,43637.37366543,137251172997.31754
2023-12-08 09:00:00,3227000.0,3274000.0,3199000.0,3215000.0,36337.91703626,117290173014.72057
2023-12-09 09:00:00,3215000.0,3268000.0,3200000.0,3218000.0,24027.37073979,77501685495.75601
2023-12-10 09:00:00,3215000.0,3243000.0,3174000.0,3213000.0,16339.27125901,52490626244.68115
2023-12-11 09:00:00,3213000.0,3221000.0,2980000.0,3073000.0,42430.05486636,130810594135.38252
2023-12-12 09:00:00,3073000.0,3115000.0,3011000.0,3061000.0,25375.19812794,77795218021.62102
2023-12-13 09:00:00,3060000.0,3150000.0,2988000.0,3114000.0,22851.65969833,69860564864.29575
2023-12-14 09:00:00,3113000.0,3190000.0,3088000.0,3159000.0,20862.32700603,65337749641.86981
2023-12-15 09:00:00,3160000.0,3165000.0,3070000.0,3073000.0,16753.72629495,52076667933.33604
2023-12-16 09:00:00,3072000.0,3109000.0,3050000.0,3056000.0,10617.71712305,32703365010.16991
2023-12-17 09:00:00,3056000.0,3069000.0,3011000.0,3013000.0,11598.77484088,35254570658.57737
2023-12-18 09:00:00,3013000.0,3033000.0,2885000.0,3024000.0,31802.98881981,94022619722.89583
2023-12-19 09:00:00,3024000.0,3066000.0,2900000.0,2979000.0,22119.98963222,66616394475.68272
2023-12-20 09:00:00,2980000.0,3068000.0,2944000.0,2991000.0,27682.32100148,83198081232.42871
2023-12-21 09:00:00,2991000.0,3092000.0,2971000.0,3037000.0,26712.19581689,80929834316.70222
2023-12-22 09:00:00,3037000.0,3189000.0,3029000.0,3150000.0,52791.28227638,164643992257.8496
2023-12-23 09:00:00,3148000.0,3168000.0,3085000.0,3126000.0,17959.28784477,55994885978.09464
2023-12-24 09:00:00,3126000.0,3160000.0,3041000.0,3050000.0,19549.75104766,60712314938.87335
2023-12-25 09:00:00,3054000.0,3089000.0,3016000.0,3028000.0,24986.32832605,76213082187.10358
2023-12-26 09:00:00,3028000.0,3039000.0,2952000.0,2994000.0,26979.78869011,80827069997.1986
2023-12-27 09:00:00,2994000.0,3188000.0,2961000.0,3171000.0,34377.53265899,105824257510.89793
2023-12-28 09:00:00,3171000.0,3250000.0,3129000.0,3131000.0,44269.98214825,141172130349.83252
2023-12-29 09:00:00,3131000.0,3171000.0,3043000.0,3087000.0,30798.0442077,95956849719.94936
2023-12-30 09:00:00,3087000.0,3115000.0,3057000.0,3081000.0,12659.25244862,39047790667.13778
2023-12-31 09:00:00,3081000.0,3109000.0,3060000.0,3082000.0,12170.32394322,37497055063.56301
2024-01-01 09:00:00,3082000.0,3140000.0,3070000.0,3136000.0,11918.79208026,36923910457.09838
2024-01-02 09:00:00,3134000.0,3230000.0,3128000.0,3154000.0,29124.21085963,92574730778.70413
2024-01-03 09:00:00,3154000.0,3190000.0,2851000.0,3024000.0,57149.37569621,173530569460.93912
2024-01-04 09:00:00,3024000.0,3078000.0,2967000.0,3053000.0,24389.84136858,73593717136.83714
2024-01-05 09:00:00,3051000.0,3066000.0,2986000.0,3050000.0,15766.16708558,47749691249.87387
2024-01-06 09:00:00,3050000.0,3055000.0,2992000.0,3024000.0,10438.6928511,31546263044.46241
2024-01-07 09:00:00,3027000.0,3056000.0,2971000.0,2995000.0,12655.58462533,38204324554.38899
2024-01-08 09:00:00,2995000.0,3156000.0,2906000.0,3131000.0,38601.96158539,117131630602.21927
2024-01-09 09:00:00,3131000.0,3199000.0,3004000.0,3156000.0,47027.55624852,146047654016.06033
2024-01-10 09:00:00,3156000.0,3687000.0,3143000.0,3525000.0,159046.51357756,533806488999.8752
2024-01-11 09:00:00,3528000.0,3676000.0,3485000.0,3593000.0,117962.14125507,421538928934.6025
2024-01-12 09:00:00,3592000.0,3719000.0,3408000.0,3504000.0,95292.68830208,342973917624.59766
2024-01-13 09:00:00,3503000.0,3561000.0,3408000.0,3549000.0,40003.71009096,139995973634.34543
2024-01-14 09:00:00,3549000.0,3553000.0,3392000.0,3396000.0,24419.80382683,84862858288.68475
2024-01-15 09:00:00,3396000.0,3498000.0,3395000.0,3451000.0,21700.83871257,74972790672.26944
2024-01-16 09:00:00,3451000.0,3582000.0,3444000.0,3551000.0,24323.57335643,85161223184.99738
2024-01-17 09:00:00,3550000.0,3560000.0,3460000.0,3483000.0,18068.41265923,63422637453.05194
2024-01-18 09:00:00,3480000.0,3499000.0,3383000.0,3424000.0,21121.02028717,72775620545.31949
2024-01-19 09:00:00,3424000.0,3460000.0,3348000.0,3454000.0,23954.45376833,81454626895.44716
2024-01-20 09:00:00,3453000.0,3454000.0,3393000.0,3410000.0,6889.31878909,23571927450.40589
2024-01-21 09:00:00,3411000.0,3433000.0,3389000.0,3391000.0,6645.82828342,22678549398.63996
2024-01-22 09:00:00,3391000.0,3402000.0,3191000.0,3199000.0,30769.77623665,100990567785.45796
2024-01-23 09:00:00,3198000.0,3250000.0,3003000.0,3117000.0,47740.78765273,148344768628.9498
2024-01-24 09:00:00,3118000.0,3123000.0,3036000.0,3077000.0,20173.85360732,62126170737.33706
